ngram	w1	w2	n
pilihan_masa	pilihan	masa	1
pililihan_masa	pililihan	masa	1
pilkada_masa	pilkada	masa	1
po-tongan_masa	po-tongan	masa	1
pola_masa	pola	masa	1
politisi_masa	politisi	masa	1
pondasi_masa	pondasi	masa	1
potensi_masa	potensi	masa	1
prapenempatan_masa	prapenempatan	masa	1
prestasi_masa	prestasi	masa	1
propinsi_masa	propinsi	masa	1
proses_masa	proses	masa	1
prospek_masa	prospek	masa	1
protestan_masa	protestan	masa	1
proyeksi_masa	proyeksi	masa	1
pulau_masa	pulau	masa	1
pulihnya_masa	pulihnya	masa	1
purnama_masa	purnama	masa	1
putaran_masa	putaran	masa	1
rangkaian_masa	rangkaian	masa	1
rapur_masa	rapur	masa	1
raya_masa	raya	masa	1
realitas_masa	realitas	masa	1
referendum_masa	referendum	masa	1
rekor_masa	rekor	masa	1
rektor_masa	rektor	masa	1
rentang_masa	rentang	masa	1
revolusi_masa	revolusi	masa	1
rezim_masa	rezim	masa	1
ribu-an_masa	ribu-an	masa	1
riil_masa	riil	masa	1
rokok_masa	rokok	masa	1
ruang_masa	ruang	masa	1
sadiki-sadiki_masa	sadiki-sadiki	masa	1
saja_masa-lah	saja	masa-lah	1
saksi_masa-masa	saksi	masa-masa	1
sama_masa	sama	masa	1
sampah_masa	sampah	masa	1
sampi_masa	sampi	masa	1
sangka_masa	sangka	masa	1
sasaran_masa	sasaran	masa	1
satu_masa-masa	satu	masa-masa	1
saya_masa-lah	saya	masa-lah	1
se-bagai_masa	se-bagai	masa	1
se-belum_masa	se-belum	masa	1
se-jak_masa	se-jak	masa	1
seakan-akan_masa	seakan-akan	masa	1
sebagaimana_masa	sebagaimana	masa	1
sebagian_masa	sebagian	masa	1
sebuah_masa-lah	sebuah	masa-lah	1
sebut-sebut_masa	sebut-sebut	masa	1
secara_masa	secara	masa	1
segudang_masa-lah	segudang	masa-lah	1
sehari_masa	sehari	masa	1
seharusnya_masa-lah	seharusnya	masa-lah	1
seindah_masa-masa	seindah	masa-masa	1
seiring_masa	seiring	masa	1
seja-rah_masa	seja-rah	masa	1
sejak_masa-masa	sejak	masa-masa	1
sejarah-sejarah_masa	sejarah-sejarah	masa	1
sejatinya_masa	sejatinya	masa	1
sejumlah_masa	sejumlah	masa	1
sekelompok_masa	sekelompok	masa	1
sekiranya_masa-lah	sekiranya	masa-lah	1
sekolah_masa	sekolah	masa	1
sela_masa	sela	masa	1
seleksi_masa	seleksi	masa	1
selesainya_masa	selesainya	masa	1
selidiki_masa-lah	selidiki	masa-lah	1
semangat_masa	semangat	masa	1
semboyan_masa	semboyan	masa	1
sementara_masa	sementara	masa	1
semeriah_masa	semeriah	masa	1
semua_masa	semua	masa	1
seni_masa	seni	masa	1
sense_masa	sense	masa	1
sepan-jang_masa	sepan-jang	masa	1
sepanjang_masa-masa	sepanjang	masa-masa	1
sependapat_masa-masa	sependapat	masa-masa	1
serahkan_masa-lah	serahkan	masa-lah	1
serentak_masa	serentak	masa	1
sesering­_masa	sesering­	masa	1
sesudah_masa	sesudah	masa	1
sesungguhnya_masa	sesungguhnya	masa	1
setalah_masa	setalah	masa	1
seterang_masa	seterang	masa	1
setuju_masa	setuju	masa	1
si_masa	si	masa	1
sia-siakan_masa	sia-siakan	masa	1
sikap_masa	sikap	masa	1
siklus_masa	siklus	masa	1
simbol_masa	simbol	masa	1
skali_masa	skali	masa	1
skuat_masa	skuat	masa	1
smartphone_masa	smartphone	masa	1
so_masa-masa	so	masa-masa	1
soal_masa-lah	soal	masa-lah	1
soal_masa-masa	soal	masa-masa	1
songsong_masa	songsong	masa	1
spirit_masa	spirit	masa	1
status_masa	status	masa	1
strategi_masa	strategi	masa	1
striker_masa	striker	masa	1
suai_masa	suai	masa	1
suci_masa	suci	masa	1
sukses_masa	sukses	masa	1
supaya_masa	supaya	masa	1
supaya_masa-lah	supaya	masa-lah	1
superstar_masa	superstar	masa	1
suplemen_masa	suplemen	masa	1
ta-hun_masa	ta-hun	masa	1
tambang_masa	tambang	masa	1
tampaknya_masa	tampaknya	masa	1
tanah_masa	tanah	masa	1
tanggal_masa	tanggal	masa	1
tangkis_masa	tangkis	masa	1
taruhan_masa	taruhan	masa	1
tawanan_masa	tawanan	masa	1
tegaskan_masa	tegaskan	masa	1
teka-teki_masa	teka-teki	masa	1
tekanan_masa	tekanan	masa	1
tekstil_masa	tekstil	masa	1
teleskop_masa	teleskop	masa	1
tembikar_masa	tembikar	masa	1
tembusan_masa	tembusan	masa	1
ten-tang_masa	ten-tang	masa	1
tentang_masa-lah-masalah	tentang	masa-lah-masalah	1
tentang_masa-masa	tentang	masa-masa	1
tentara_masa	tentara	masa	1
tentunya_masa-masa	tentunya	masa-masa	1
ter-tular_masa	ter-tular	masa	1
terangi_masa	terangi	masa	1
terbatasnya_masa	terbatasnya	masa	1
terdapat_masa-lah	terdapat	masa-lah	1
tergantung_masa	tergantung	masa	1
terha-dap_masa	terha-dap	masa	1
terhadap_masa-lah	terhadap	masa-lah	1
terhalang_masa-lah	terhalang	masa-lah	1
terhangat_masa	terhangat	masa	1
terima_masa	terima	masa	1
terjadi_masa	terjadi	masa	1
terjadi_masa-lah	terjadi	masa-lah	1
terjamin_masa	terjamin	masa	1
terkenalnya_masa	terkenalnya	masa	1
terlaris_masa	terlaris	masa	1
terlibat_masa-lah	terlibat	masa-lah	1
ternak_masa	ternak	masa	1
ternama_masa	ternama	masa	1
terorisme_masa	terorisme	masa	1
terpidana_masa	terpidana	masa	1
terpilih_masa	terpilih	masa	1
tersebut_masa	tersebut	masa	1
tertentu_masa-lah	tertentu	masa-lah	1
terus_masa	terus	masa	1
terwujudnya_masa	terwujudnya	masa	1
tetapi_masa-lah	tetapi	masa-lah	1
tiap_masa	tiap	masa	1
tidak_masa	tidak	masa	1
tidak_masa-lah	tidak	masa-lah	1
tidaklah_masa	tidaklah	masa	1
tinggal_masa	tinggal	masa	1
tinggi_masa	tinggi	masa	1
tombak_masa	tombak	masa	1
tontonan_masa	tontonan	masa	1
tradisional_masa	tradisional	masa	1
transportasi_masa	transportasi	masa	1
trend_masa	trend	masa	1
truk_masa	truk	masa	1
tua_masa	tua	masa	1
tubuhku_masa	tubuhku	masa	1
tugas_masa	tugas	masa	1
tumpuan_masa	tumpuan	masa	1
tuntutan_masa	tuntutan	masa	1
ujarnya_masa	ujarnya	masa	1
umat_masa	umat	masa	1
unggul_masa	unggul	masa	1
untuk_masa-masa	untuk	masa-masa	1
urban_masa	urban	masa	1
urutan_masa	urutan	masa	1
usaha_masa	usaha	masa	1
usainya_masa	usainya	masa	1
usulan_masa	usulan	masa	1
wabup_masa	wabup	masa	1
waktu_masa-masa	waktu	masa-masa	1
waktu-waktu_masa	waktu-waktu	masa	1
walikota_masa	walikota	masa	1
warisan_masa	warisan	masa	1
wartawan_masa	wartawan	masa	1
wujudkanlah_masa	wujudkanlah	masa	1
yaitu_masa	yaitu	masa	1
yak-ni_masa	yak-ni	masa	1
yakin_masa	yakin	masa	1
yakini_masa	yakini	masa	1
